_id,OBJECTID,GEO_ID,NAME,SCHOOL_LEVEL,SCHOOL_TYPE,BOARD_NAME,SOURCE_ADDRESS,SCHOOL_TYPE_DESC,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,geometry
83,83,487550,BAYCREST PUBLIC SCHOOL,,EP,Toronto District School Board,145 BAYCREST AVE,English Public,487550,145,Baycrest Ave,145 Baycrest Ave,M6A 1W4,North York,Toronto,Baycrest Public School,102001,444124,145,,,,4905,"{'type': 'MultiPoint', 'coordinates': [[-79.4442515073691, 43.7266057772143]]}"
84,84,11414990,BAYVIEW GLEN PRIVATE SCHOOL,,PR,,85 MOATFIELD DR,Private,11414990,85,Moatfield Dr,85 Moatfield Dr,M3B 3L6,North York,Toronto,,115001,11415001,85,,,,6235,"{'type': 'MultiPoint', 'coordinates': [[-79.3518336805625, 43.7590325568427]]}"
85,85,7963754,BAYVIEW MIDDLE SCHOOL,,EP,Toronto District School Board,25 BUNTY LANE,English Public,7963754,25,Bunty Lane,25 Bunty Lane,M2K 1W4,North York,Toronto,Bayview Middle School,102001,7963734,25,,,,5064,"{'type': 'MultiPoint', 'coordinates': [[-79.3852946788356, 43.7762622265316]]}"
86,86,876040,BEACHES ALTERNATIVE JUNIOR SCHOOL,,EP,Toronto District School Board,50 SWANWICK AVE,English Public,876040,50,Swanwick Ave,50 Swanwick Ave,M4E 1Z5,former Toronto,Toronto,Kimberly Public School Junior,102001,14016131,50,,,,4519,"{'type': 'MultiPoint', 'coordinates': [[-79.2991278839731, 43.6826199722785]]}"
87,87,7640837,BEACON OF LIGHT PRIVATE ELEMENTARY SCHOOL,,PR,,2191 GERRARD ST E,Private,7640837,2191,Gerrard St E,2191 Gerrard St E,M4E 2C6,former Toronto,Toronto,,100001,7640834,2191,,,,3495,"{'type': 'MultiPoint', 'coordinates': [[-79.300828064662, 43.6835603974233]]}"
88,88,1019694,BEAUMONDE HEIGHTS JUNIOR MIDDLE SCHOOL,,EP,Toronto District School Board,70 MONTERREY DR,English Public,1019694,70,Monterrey Dr,70 Monterrey Dr,M9V 1T1,Etobicoke,Toronto,Beaumonde Heights Public School,102001,906829,70,,,,2134,"{'type': 'MultiPoint', 'coordinates': [[-79.5747551861525, 43.7426035565314]]}"
89,89,7792874,BEDFORD PARK PUBLIC SCHOOL,,EP,Toronto District School Board,81 RANLEIGH AVE,English Public,7792874,81,Ranleigh Ave,81 Ranleigh Ave,M4N 1X2,former Toronto,Toronto,Bedford Park Community Centre - Building Grounds,106007,7792835,81,,,,4253,"{'type': 'MultiPoint', 'coordinates': [[-79.4002783723743, 43.7277982581742]]}"
90,90,9085421,"BEHAVIOUR INNOVATIONS, CHILDREN'S COLLEGE",,PR,,618 THE QUEENSWAY,Private,9085421,618,The Queensway,618 The Queensway,M8Y 1K3,Etobicoke,Toronto,,115001,9085417,618,,,,2603,"{'type': 'MultiPoint', 'coordinates': [[-79.4954821417463, 43.6281819609662]]}"
91,91,11485082,BEHTUNE MEMORIAL SCHOOL,,PR,,3000 LAWRENCE AVE E,Private,11485082,3000,Lawrence Ave E,3000 Lawrence Ave E,M1P 2V1,Scarborough,Toronto,,115001,11485062,3000,,,,3828,"{'type': 'MultiPoint', 'coordinates': [[-79.2496002393537, 43.7553058764084]]}"
92,92,312976,BELLMERE JUNIOR PUBLIC SCHOOL ,,EP,Toronto District School Board,470 BRIMORTON DR,English Public,312976,470,Brimorton Dr,470 Brimorton Dr,M1H 2E6,Scarborough,Toronto,Bellmere Junior Public School,102001,108018,470,,,,7437,"{'type': 'MultiPoint', 'coordinates': [[-79.23514687523, 43.7719692863916]]}"
93,93,386802,BEN HEPPNER VOCAL MUSIC ACADEMY,,EP,Toronto District School Board,80 SLAN AVE,English Public,386802,80,Slan Ave,80 Slan Ave,M1G 3B5,Scarborough,Toronto,Heather Heights Junior Public School,102001,107600,80,,,,8966,"{'type': 'MultiPoint', 'coordinates': [[-79.2150687264433, 43.7751558784252]]}"
94,94,307066,BENDALE JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,61 BENSHIRE DR,English Public,307066,61,Benshire Dr,61 Benshire Dr,M1H 1M4,Scarborough,Toronto,Bendale Junior Public School,102001,108929,61,,,,7343,"{'type': 'MultiPoint', 'coordinates': [[-79.2448802576444, 43.7625671183697]]}"
95,95,2945619,BENNINGTON HEIGHTS ELEMENTARY SCHOOL,,EP,Toronto District School Board,76 BENNINGTON HEIGHTS DR,English Public,2945619,76,Bennington Heights Dr,76 Bennington Heights Dr,M4G 1B1,East York,Toronto,Bennington Heights School,102001,2945649,76,,,,30,"{'type': 'MultiPoint', 'coordinates': [[-79.3687780820258, 43.6939854007409]]}"
96,96,3563886,BERKELEY ACADEMY OF CANADA,,PR,,5734 YONGE ST,Private,3563886,5734,Yonge St,5734 Yonge St,M2M 4E7,North York,Toronto,,104008,3563885,5734,,,,4733,"{'type': 'MultiPoint', 'coordinates': [[-79.4168605979594, 43.7827541057168]]}"
97,97,307348,BERNER TRAIL JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,120 BERNER TRL,English Public,307348,120,Berner Trl,120 Berner Trl,M1B 1B3,Scarborough,Toronto,Berner Trail Junior Public School,106007,104808,120,,,,7349,"{'type': 'MultiPoint', 'coordinates': [[-79.2211413058912, 43.8014341079073]]}"
98,98,17935,BESSBOROUGH DRIVE ELEMENTARY AND MIDDLE SCHOOL,,EP,Toronto District School Board,211 BESSBOROUGH DR,English Public,17935,211,Bessborough Dr,211 Bessborough Dr,M4G 3K2,East York,Toronto,Bessborough Drive Public School,102001,605,211,,,,33,"{'type': 'MultiPoint', 'coordinates': [[-79.3701352031944, 43.7072147378542]]}"
99,99,535998,BETH JACOB PRIVATE HS  ,,PR,,410 LAWRENCE AVE W,Private,535998,410,Lawrence Ave W,410 Lawrence Ave W,M5M 1C2,North York,Toronto,,102005,444785,410,,,,732,"{'type': 'MultiPoint', 'coordinates': [[-79.4237607656785, 43.7207940844222]]}"
100,100,363593,BETHUNE INTERNATIONAL ACADEMY,,PR,,3838 MIDLAND AVE,Private,363593,3838,Midland Ave,3838 Midland Ave,M1V 5K5,Scarborough,Toronto,,107005,103479,3838,,,,8496,"{'type': 'MultiPoint', 'coordinates': [[-79.2947427602857, 43.8194042587414]]}"
101,101,11485082,BETHUNE MEMORIAL SCHOOL,,PR,,3000 LAWRENCE AVE E,Private,11485082,3000,Lawrence Ave E,3000 Lawrence Ave E,M1P 2V1,Scarborough,Toronto,,115001,11485062,3000,,,,3828,"{'type': 'MultiPoint', 'coordinates': [[-79.2496002393537, 43.7553058764084]]}"
102,102,570175,BEVERLEY HEIGHTS MIDDLE SCHOOL,,EP,Toronto District School Board,26 TROUTBROOKE DR,English Public,570175,26,Troutbrooke Dr,26 Troutbrooke Dr,M3M 1S5,North York,Toronto,Beverly Heights Middle School,102001,443483,26,,,,6946,"{'type': 'MultiPoint', 'coordinates': [[-79.5047717197305, 43.7330245969924]]}"
103,103,6350055,BEVERLEY SCHOOL,,EP,Toronto District School Board,64 BALDWIN ST,English Public,6350055,64,Baldwin St,64 Baldwin St,M5T 1L4,former Toronto,Toronto,Beverley Public School,115001,1144586,64,,,,2938,"{'type': 'MultiPoint', 'coordinates': [[-79.3957051033565, 43.6557652368658]]}"
104,104,307817,BEVERLY GLEN JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,85 BEVERLY GLEN BLVD,English Public,307817,85,Beverly Glen Blvd,85 Beverly Glen Blvd,M1W 1W4,Scarborough,Toronto,Beverly Glen Junior Public School,102001,14229540,85,,,,7356,"{'type': 'MultiPoint', 'coordinates': [[-79.3230676298928, 43.7986530998679]]}"
105,105,14615528,BIALIK HEBREW DAY SCHOOL,,PR,,2760 BATHURST ST,Private,14615528,2760,Bathurst St,2760 Bathurst St,M6B 3A1,North York,Toronto,,102005,8985217,2760,,,,436,"{'type': 'MultiPoint', 'coordinates': [[-79.428122887706, 43.7107064288581]]}"
106,106,343964,BIRCH CLIFF HEIGHTS PUBLIC SCHOOL,,EP,Toronto District School Board,120 HIGHVIEW AVE,English Public,343964,120,Highview Ave,120 Highview Ave,M1N 2J1,Scarborough,Toronto,Birch Cliff Heights Public School,102001,112688,120,,,,9828,"{'type': 'MultiPoint', 'coordinates': [[-79.259816624788, 43.7017413937537]]}"
107,107,351953,BIRCH CLIFF PUBLIC SCHOOL,,EP,Toronto District School Board,1650 KINGSTON RD,English Public,351953,1650,Kingston Rd,1650 Kingston Rd,M1N 1S2,Scarborough,Toronto,Birch Cliff Public School,102001,113039,1650,,,,3786,"{'type': 'MultiPoint', 'coordinates': [[-79.2655686242961, 43.6919887241508]]}"
108,108,7156751,BIRCHAS SHMUEL PRIVATE SCHOOL,,PR,,465 PATRICIA AVE,Private,7156751,465,Patricia Ave,465 Patricia Ave,M2R 2N1,North York,Toronto,Synagogue,109001,30115595,465,,,,6386,"{'type': 'MultiPoint', 'coordinates': [[-79.4440107260137, 43.7840867068011]]}"
109,109,325504,BIRCHMOUNT PARK COLLEGIATE INSTITUTE,,EP,Toronto District School Board,3663 DANFORTH AVE,English Public,325504,3663,Danforth Ave,3663 Danforth Ave,M1N 2G2,Scarborough,Toronto,Birchmount Park Collegiate Institute,102002,112815,3663,,,,86,"{'type': 'MultiPoint', 'coordinates': [[-79.2594545253619, 43.697753029491]]}"
110,110,10142921,BISHOP ALLEN ACADEMY,,ES,Toronto Catholic District School Board,721 ROYAL YORK RD,English Separate,10142921,721,Royal York Rd,721 Royal York Rd,M8Y 2T3,Etobicoke,Toronto,Bishop Allen Academy,102004,10142922,721,,,,2413,"{'type': 'MultiPoint', 'coordinates': [[-79.5044646880695, 43.6344279205779]]}"
111,111,30024946,BISHOP MACDONELL CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,20 BRUNEL CRT,English Separate,30024946,20,Brunel Crt,20 Brunel Crt,M5V 0R5,former Toronto,Toronto,,114001,20035049,20,,,,18312,"{'type': 'MultiPoint', 'coordinates': [[-79.3944968858206, 43.6394568233632]]}"
112,112,9638444,BISHOP MARROCCO THOMAS MERTON CATHOLIC SECONDARY SCHOOL,,ES,Toronto Catholic District School Board,1515 BLOOR ST W,English Separate,9638444,1515,Bloor St W,1515 Bloor St W,M6P 1A3,former Toronto,Toronto,Bishop Marrocco/Thomas Merton Catholic School,102004,9638443,1515,,,,458,"{'type': 'MultiPoint', 'coordinates': [[-79.4518077136626, 43.655857833558]]}"
113,113,834715,BISHOP STRACHAN   ,,PR,,298 LONSDALE RD,Private,834715,298,Lonsdale Rd,298 Lonsdale Rd,M4V 1X2,former Toronto,Toronto,,102005,1139289,298,,,,3870,"{'type': 'MultiPoint', 'coordinates': [[-79.4093249176371, 43.690345107705]]}"
114,114,490154,BLACKSMITH PUBLIC SCHOOL ,,EP,Toronto District School Board,45 BLACKSMITH CRES,English Public,490154,45,Blacksmith Cres,45 Blacksmith Cres,M3N 1V5,North York,Toronto,Blacksmith Elementary School - Building Grounds,102001,30092674,45,,,,4965,"{'type': 'MultiPoint', 'coordinates': [[-79.5268106869839, 43.7711639591637]]}"
115,115,774626,BLAKE STREET JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,21 BOULTBEE AVE,English Public,774626,21,Boultbee Ave,21 Boultbee Ave,M4J 1A7,former Toronto,Toronto,Blake Street Public School,102001,1141613,21,,,,3038,"{'type': 'MultiPoint', 'coordinates': [[-79.3384762500832, 43.6718063689636]]}"
116,116,309574,BLANTYRE PUBLIC SCHOOL,,EP,Toronto District School Board,290 BLANTYRE AVE,English Public,309574,290,Blantyre Ave,290 Blantyre Ave,M1N 2S4,Scarborough,Toronto,Blantyre Public School,102001,113172,290,,,,7377,"{'type': 'MultiPoint', 'coordinates': [[-79.2838646531108, 43.6851000843951]]}"
117,117,490361,BLAYDON PUBLIC SCHOOL,,EP,Toronto District School Board,25 BLAYDON AVE,English Public,490361,25,Blaydon Ave,25 Blaydon Ave,M3M 2C9,North York,Toronto,Blaydon Public School,102001,30085278,25,,,,4974,"{'type': 'MultiPoint', 'coordinates': [[-79.4862561391138, 43.735357222836]]}"
118,118,2250071,BLESSED MARGHERITA OF CITTA DI CASTELLO CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,108 SPENVALLEY DR,English Separate,2250071,108,Spenvalley Dr,108 Spenvalley Dr,M3L 1Z5,North York,Toronto,Blessed Margherita Of Citta Di Castello Catholic School,102003,30092921,108,,,,6763,"{'type': 'MultiPoint', 'coordinates': [[-79.5079140443714, 43.7436724724678]]}"
119,119,30012333,BLESSED PIER GIORGIO FRASSATI CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,8 SEASONS DR,English Separate,30012333,8,Seasons Dr,8 Seasons Dr,M1X 1X4,Scarborough,Toronto,Blessed Pier Giorgio Frassati Catholic School,102004,30062578,8,,,,16909,"{'type': 'MultiPoint', 'coordinates': [[-79.2327375191257, 43.8298752034525]]}"
120,120,6709986,BLESSED POPE PAUL VI CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,270 LAUGHTON AVE,English Separate,6709986,270,Laughton Ave,270 Laughton Ave,M6N 2X8,former Toronto,Toronto,St Paul VI Catholic School,102003,6709987,270,,,,3823,"{'type': 'MultiPoint', 'coordinates': [[-79.4577930288278, 43.6740129018064]]}"
121,121,7763002,BLESSED SACRAMENT CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,24 BEDFORD PARK AVE,English Separate,7763002,24,Bedford Park Ave,24 Bedford Park Ave,M5M 1H9,former Toronto,Toronto,Blessed Sacrament Catholic School,102003,14036649,24,,,,2976,"{'type': 'MultiPoint', 'coordinates': [[-79.4039975153705, 43.7274816103799]]}"
122,122,9602629,BLESSED TRINITY CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,3205 BAYVIEW AVE,English Separate,9602629,3205,Bayview Ave,3205 Bayview Ave,M2K 1G3,North York,Toronto,Blessed Trinity Catholic School,115001,9531471,3205,,,,24,"{'type': 'MultiPoint', 'coordinates': [[-79.391826199989, 43.7868975436176]]}"
123,123,306063,BLISS CARMAN SENIOR PUBLIC SCHOOL,,EP,Toronto District School Board,10 BELLAMY RD S,English Public,306063,10,Bellamy Rd S,10 Bellamy Rd S,M1M 3N8,Scarborough,Toronto,Bliss Carman Senior Public School,102001,14245815,10,,,,7314,"{'type': 'MultiPoint', 'coordinates': [[-79.2256018786147, 43.732648962951]]}"
124,124,6710176,BLOOR COLLEGIATE INSTITUTE,,EP,Toronto District School Board,1141 BLOOR ST W,English Public,6710176,1141,Bloor St W,1141 Bloor St W,M6H 1M9,former Toronto,Toronto,Bloor Collegiate Institute,102002,6710177,1141,,,,458,"{'type': 'MultiPoint', 'coordinates': [[-79.4367968963581, 43.65924610796]]}"
125,125,8432037,BLOORDALE MIDDLE SCHOOL,,EP,Toronto District School Board,10 TOLEDO RD,English Public,8432037,10,Toledo Rd,10 Toledo Rd,M9C 2H3,Etobicoke,Toronto,Bloordale Middle Public School,106007,30009321,10,,,,2640,"{'type': 'MultiPoint', 'coordinates': [[-79.5719465300651, 43.6391456489153]]}"
126,126,8731366,BLOORLEA MIDDLE SCHOOL,,EP,Toronto District School Board,4050 BLOOR ST W,English Public,8731366,4050,Bloor St W,4050 Bloor St W,M9B 1M5,Etobicoke,Toronto,Bloorlea Middle Public School,102001,8731343,4050,,,,458,"{'type': 'MultiPoint', 'coordinates': [[-79.5556754935908, 43.6376529320238]]}"
127,127,30054504,BLUE GENE EDUCATION,,PR,,11A GLEN WATFORD DR,Private,30054504,11A,Glen Watford Dr,11A Glen Watford Dr,M1S 2B8,Scarborough,Toronto,,115001,7009470,11,A,,,7984,"{'type': 'MultiPoint', 'coordinates': [[-79.2756210517415, 43.7866780963874]]}"
128,128,13494887,BLYTH ACADEMY SCHOOL - DOWNSVIEW PARK,,PR,,75 CARL HALL RD,Private,13494887,75,Carl Hall Rd,75 Carl Hall Rd,M3K 2B9,North York,Toronto,,110001,30110452,75,,,,11506,"{'type': 'MultiPoint', 'coordinates': [[-79.4750974058962, 43.7476137521075]]}"
129,129,8265336,BLYTH ACADEMY SCHOOL - ETOBICOKE,,PR,,2489 BLOOR ST W,Private,8265336,2489,Bloor St W,2489 Bloor St W,M6S 1R6,former Toronto,Toronto,,115001,8265335,2489,,,,458,"{'type': 'MultiPoint', 'coordinates': [[-79.4865438361652, 43.6476318294668]]}"
130,130,8566068,BLYTH ACADEMY SCHOOL - LAWRENCE ,,PR,,2660 YONGE ST,Private,8566068,2660,Yonge St,2660 Yonge St,M4P 2J5,former Toronto,Toronto,,115001,8566053,2660,,,,4733,"{'type': 'MultiPoint', 'coordinates': [[-79.4005921361057, 43.7160130809748]]}"
131,131,13502901,BLYTH ACADEMY SCHOOL - YORKVILLE,,PR,,85 ST NICHOLAS ST,Private,13502901,85,St Nicholas St,85 St Nicholas St,M4Y 1W8,former Toronto,Toronto,,115001,7754192,85,,,,4468,"{'type': 'MultiPoint', 'coordinates': [[-79.3867163432161, 43.6682745249205]]}"
132,132,7754014,BLYTHWOOD JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,2 STRATHGOWAN CRES,English Public,7754014,2,Strathgowan Cres,2 Strathgowan Cres,M4N 2Z5,former Toronto,Toronto,Blythwood Junior Public School,102001,7754013,2,,,,4499,"{'type': 'MultiPoint', 'coordinates': [[-79.3895057084414, 43.7199314988808]]}"
133,133,20138696,BNEI AKIVA SCHOOL - ULPANAT OROT FOR GIRLS  ,,PR,,45 CANYON AVE,Private,20138696,45,Canyon Ave,45 Canyon Ave,M3H 3S4,North York,Toronto,,102005,7094705,45,,,,5112,"{'type': 'MultiPoint', 'coordinates': [[-79.4382145878534, 43.7582180659533]]}"
134,134,9011164,BNOS BAIS YAAKOV SCHOOL FOR GIRLS  ,,PR,,2949 BATHURST ST,Private,9011164,2949,Bathurst St,2949 Bathurst St,M6B 3B2,North York,Toronto,,115001,9011161,2949,,,,436,"{'type': 'MultiPoint', 'coordinates': [[-79.4288203417634, 43.7165295830243]]}"
135,135,13973547,BNOS CHAYA,,PR,,4116 BATHURST ST,Private,13973547,4116,Bathurst St,4116 Bathurst St,M3H 3P2,North York,Toronto,,115001,30093417,4116,,,,436,"{'type': 'MultiPoint', 'coordinates': [[-79.4365869259905, 43.7464156653035]]}"
136,136,826229,BON BERGER CATHOLIC ELEMENTARY SCHOOL,,FS,Conseil scolaire de district catholique Centre-Sud,343 JONES AVE,French Separate,826229,343,Jones Ave,343 Jones Ave,M4J 3G4,former Toronto,Toronto,St. William,102003,1141641,343,,,,3752,"{'type': 'MultiPoint', 'coordinates': [[-79.3366206236931, 43.6725640377998]]}"
137,137,308612,BOND ACADEMY SCHOOL,,PR,,1500 BIRCHMOUNT RD,Private,308612,1500,Birchmount Rd,1500 Birchmount Rd,M1P 2G5,Scarborough,Toronto,,113001,109545,1500,,,,7365,"{'type': 'MultiPoint', 'coordinates': [[-79.2903117142674, 43.756523216951]]}"
138,138,6361762,BOWMORE ROAD JUNIOR & SENIOR PUBLIC SCHOOL,,EP,Toronto District School Board,80 BOWMORE RD,English Public,6361762,80,Bowmore Rd,80 Bowmore Rd,M4L 3J2,former Toronto,Toronto,Bowmore Public School - Building Grounds,102001,6355883,80,,,,3044,"{'type': 'MultiPoint', 'coordinates': [[-79.3144917153579, 43.676063664796]]}"
139,139,1003702,BOYS LEADERSHIP ACADEMY ,,EP,Toronto District School Board,45 GOLFDOWN DR,English Public,1003702,45,Golfdown Dr,45 Golfdown Dr,M9W 2H8,Etobicoke,Toronto,The Elms Junior Middle School,106007,907618,45,,,,1690,"{'type': 'MultiPoint', 'coordinates': [[-79.5521137885613, 43.722227297768]]}"
140,140,1035925,BRAEBURN JUNIOR SCHOOL  ,,EP,Toronto District School Board,15 TANDRIDGE CRES,English Public,1035925,15,Tandridge Cres,15 Tandridge Cres,M9W 2N8,Etobicoke,Toronto,Braeburn Public School,102001,907479,15,,,,2579,"{'type': 'MultiPoint', 'coordinates': [[-79.5488638133372, 43.7280298273892]]}"
141,141,7795750,BRAEMAR COLLEGE PRIVATE SECONDARY   ,,PR,,229 COLLEGE ST,Private,7795750,229,College St,229 College St,M5T 1R4,former Toronto,Toronto,,104008,7795746,229,,,,9765,"{'type': 'MultiPoint', 'coordinates': [[-79.3975131902069, 43.6581269361942]]}"
142,142,801469,BRANKSOME HALL GIRLS  ,,PR,,10 ELM AVE,Private,801469,10,Elm Ave,10 Elm Ave,M4W 1N4,former Toronto,Toronto,,102005,1141270,10,,,,3384,"{'type': 'MultiPoint', 'coordinates': [[-79.3798154376982, 43.675062372312]]}"
143,143,565242,BREBEUF COLLEGE SCHOOL,,ES,Toronto Catholic District School Board,211 STEELES AVE E,English Separate,565242,211,Steeles Ave E,211 Steeles Ave E,M2M 3Y6,North York,Toronto,Brebeuf College School,102004,14228166,211,,,,6792,"{'type': 'MultiPoint', 'coordinates': [[-79.4026251522927, 43.8002282400109]]}"
144,144,11467213,BRIAN PUBLIC SCHOOL,,EP,Toronto District School Board,95 BRIAN DR,English Public,11467213,95,Brian Dr,95 Brian Dr,M2J 3Y6,North York,Toronto,Brian Public School,102001,11467035,95,,,,5028,"{'type': 'MultiPoint', 'coordinates': [[-79.331933544035, 43.7824531904325]]}"
145,145,8344927,BRIARCREST JUNIOR SCHOOL ,,EP,Toronto District School Board,60 WELLESWORTH DR,English Public,8344927,60,Wellesworth Dr,60 Wellesworth Dr,M9C 4R3,Etobicoke,Toronto,Briarcrest Junior School,102001,8344924,60,,,,2752,"{'type': 'MultiPoint', 'coordinates': [[-79.5800752804407, 43.6664657716455]]}"
146,146,312084,BRIDLEWOOD JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,60 BRIDLEWOOD BLVD,English Public,312084,60,Bridlewood Blvd,60 Bridlewood Blvd,M1T 1P7,Scarborough,Toronto,Bridlewood Public School,102001,14198001,60,,,,7427,"{'type': 'MultiPoint', 'coordinates': [[-79.3150953883817, 43.7807962711677]]}"
147,147,14069873,BRIGHT START ACADEMY,,PR,,4630 DUFFERIN ST,Private,14069873,4630,Dufferin St,4630 Dufferin St,M3H 5S4,North York,Toronto,,115001,10280130,4630,,,,557,"{'type': 'MultiPoint', 'coordinates': [[-79.4682899064453, 43.7732445761783]]}"
148,148,4709520,BRIGHTON,,PR,,240 THE DONWAY W,Private,4709520,240,The Donway W,240 The Donway W,M3B 2V8,North York,Toronto,,100001,30004508,240,,,,6882,"{'type': 'MultiPoint', 'coordinates': [[-79.3470100130127, 43.7393068510598]]}"
149,149,313306,BRIMWOOD BOULEVARD JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,151 BRIMWOOD BLVD,English Public,313306,151,Brimwood Blvd,151 Brimwood Blvd,M1V 1E5,Scarborough,Toronto,Brimwood Boulevard Junior Public School,102001,103922,151,,,,7438,"{'type': 'MultiPoint', 'coordinates': [[-79.2740896574429, 43.8116998848004]]}"
150,150,7515119,BROADACRES JUNIOR SCHOOL ,,EP,Toronto District School Board,45 CRENDON DR,English Public,7515119,45,Crendon Dr,45 Crendon Dr,M9C 3G6,Etobicoke,Toronto,Broadacres Public School,102001,7515109,45,,,,1409,"{'type': 'MultiPoint', 'coordinates': [[-79.5720207319543, 43.6480667176351]]}"
151,151,492477,BROADLANDS PUBLIC SCHOOL,,EP,Toronto District School Board,106 BROADLANDS BLVD,English Public,492477,106,Broadlands Blvd,106 Broadlands Blvd,M3A 1J7,North York,Toronto,Broadlands Public School,102001,441603,106,,,,5039,"{'type': 'MultiPoint', 'coordinates': [[-79.316462271329, 43.7457277227854]]}"
152,152,9780839,BROCK JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,93 MARGUERETTA ST,English Public,9780839,93,Margueretta St,93 Margueretta St,M6H 3S4,former Toronto,Toronto,Brock Junior Public School,102001,14017889,93,,,,3919,"{'type': 'MultiPoint', 'coordinates': [[-79.4378441314772, 43.6530496924269]]}"
153,153,493354,BROOKHAVEN PUBLIC SCHOOL,,EP,Toronto District School Board,70 BROOKHAVEN DR,English Public,493354,70,Brookhaven Dr,70 Brookhaven Dr,M6M 4N8,North York,Toronto,Brookhaven Public School,102001,446535,70,,,,5048,"{'type': 'MultiPoint', 'coordinates': [[-79.4956943989555, 43.7025063022277]]}"
154,154,536834,BROOKLYN COLLEGE SECONDARY SCHOOL,,PR,,150 LESMILL RD,Private,536834,150,Lesmill Rd,150 Lesmill Rd,M3B 2T5,North York,Toronto,,113001,440167,150,,,,6048,"{'type': 'MultiPoint', 'coordinates': [[-79.3586470250663, 43.7593992803488]]}"
155,155,6242368,BROOKMILL BOULEVARD JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,25 BROOKMILL BLVD,English Public,6242368,25,Brookmill Blvd,25 Brookmill Blvd,M1W 2L5,Scarborough,Toronto,Brookmill Boulevard Junior Public School,102001,6242369,25,,,,7452,"{'type': 'MultiPoint', 'coordinates': [[-79.3148680045935, 43.80122038284]]}"
