_id,OBJECTID,GEO_ID,NAME,SCHOOL_LEVEL,SCHOOL_TYPE,BOARD_NAME,SOURCE_ADDRESS,SCHOOL_TYPE_DESC,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,geometry
329,329,14199314,EGLINTON LINC AND ESL CENTRE,,ES,Toronto Catholic District School Board,90 EGLINTON AVE E,English Separate,14199314,90,Eglinton Ave E,90 Eglinton Ave E,M4P 2Y3,former Toronto,Toronto,,115001,1138300,90,,,,125,"{'type': 'MultiPoint', 'coordinates': [[-79.3958997214891, 43.7076209683648]]}"
330,330,20141250,EITZ CHAIM HEBREW BOYS  ,,PR,,475 PATRICIA AVE,Private,20141250,475,Patricia Ave,475 Patricia Ave,M2R 2N1,North York,Toronto,Eitz Chaim Day School,102008,30115595,475,,,,6386,"{'type': 'MultiPoint', 'coordinates': [[-79.4444041191915, 43.7838105185277]]}"
331,331,10071229,ELIA MIDDLE SCHOOL,,EP,Toronto District School Board,215 SENTINEL RD,English Public,10071229,215,Sentinel Rd,215 Sentinel Rd,M3J 1T7,North York,Toronto,Elia Middle School,102001,10071213,215,,,,6678,"{'type': 'MultiPoint', 'coordinates': [[-79.4984583080641, 43.7537993176252]]}"
332,332,13503328,ELITE ACADEMIC SCHOOL,,PR,,201 CONSUMERS RD,Private,13503328,201,Consumers Rd,201 Consumers Rd,M2J 4G8,North York,Toronto,,104008,438551,201,,,,5264,"{'type': 'MultiPoint', 'coordinates': [[-79.3322488674553, 43.7721013757365]]}"
333,333,11484418,ELITE ACADEMY,,PR,,100 TEMPO AVE,Private,11484418,100,Tempo Ave,100 Tempo Ave,M2H 2N8,North York,Toronto,,115001,11484413,100,,,,6871,"{'type': 'MultiPoint', 'coordinates': [[-79.3407937524465, 43.8062363626579]]}"
334,334,9066025,ELITE HIGH SCHOOL,,PR,,4750 YONGE ST,Private,9066025,4750,Yonge St,4750 Yonge St,M2N 0J6,North York,Toronto,,115001,30057316,4750,,,,4733,"{'type': 'MultiPoint', 'coordinates': [[-79.411028387113, 43.7604737560208]]}"
335,335,390308,ELIZABETH SIMCOE JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,166 SYLVAN AVE,English Public,390308,166,Sylvan Ave,166 Sylvan Ave,M1E 1A3,Scarborough,Toronto,Elizabeth Simcoe Junior Public School,102001,110959,166,,,,4522,"{'type': 'MultiPoint', 'coordinates': [[-79.2060348701063, 43.7381519615688]]}"
336,336,4504013,ELKHORN PUBLIC SCHOOL,,EP,Toronto District School Board,10 ELKHORN DR,English Public,4504013,10,Elkhorn Dr,10 Elkhorn Dr,M2K 1J3,North York,Toronto,Elkhorn Public School,102001,4503989,10,,,,5494,"{'type': 'MultiPoint', 'coordinates': [[-79.3800624355928, 43.7712153929829]]}"
337,337,6387831,ELLESMERE MONTESSORI   ,,PR,,37 MARCHINGTON CRCL,Private,6387831,37,Marchington Crcl,37 Marchington Crcl,M1R 3M6,Scarborough,Toronto,West Ellesmere United Church,109001,6387832,37,,,,8420,"{'type': 'MultiPoint', 'coordinates': [[-79.3074321385782, 43.7585968747034]]}"
338,338,4312082,ELLESMERE STATTON PUBLIC SCHOOL,,EP,Toronto District School Board,739 ELLESMERE RD,English Public,4312082,739,Ellesmere Rd,739 Ellesmere Rd,M1P 2W1,Scarborough,Toronto,Ellesmere-Statton Public School,102001,14663886,739,,,,7835,"{'type': 'MultiPoint', 'coordinates': [[-79.2875719983282, 43.7636236123759]]}"
339,339,3614123,ELLINGTON MONTESSORI  ,,PR,,40 COWDRAY CRT,Private,3614123,40,Cowdray Crt,40 Cowdray Crt,M1S 1A1,Scarborough,Toronto,,113001,3613591,40,,,,7667,"{'type': 'MultiPoint', 'coordinates': [[-79.2843535492332, 43.7802704270201]]}"
340,340,8128665,ELMBANK JUNIOR MIDDLE ACADEMY,,EP,Toronto District School Board,10 PITTSBORO DR,English Public,8128665,10,Pittsboro Dr,10 Pittsboro Dr,M9V 3R4,Etobicoke,Toronto,Elmbank Junior Middle Academy,102001,20053315,10,,,,2278,"{'type': 'MultiPoint', 'coordinates': [[-79.5900470677447, 43.7365019019057]]}"
341,341,10010732,ELMLEA JUNIOR SCHOOL,,EP,Toronto District School Board,50 HADRIAN DR,English Public,10010732,50,Hadrian Dr,50 Hadrian Dr,M9W 1V4,Etobicoke,Toronto,Elmlea Public School,102001,20053010,50,,,,1737,"{'type': 'MultiPoint', 'coordinates': [[-79.5498701970545, 43.7159386194401]]}"
342,342,9135240,ELPIS COLLEGE TORONTO,,PR,,18 GREENFIELD AVE,Private,9135240,18,Greenfield Ave,18 Greenfield Ave,M2N 3C8,North York,Toronto,,112001,20040806,18,,,,5748,"{'type': 'MultiPoint', 'coordinates': [[-79.4107729639397, 43.7636049969129]]}"
343,343,574355,EMERY COLLEGIATE INSTITUTE,,EP,Toronto District School Board,3395 WESTON RD,English Public,574355,3395,Weston Rd,3395 Weston Rd,M9M 2V9,North York,Toronto,Emery Collegiate Institute,102002,30117738,3395,,,,952,"{'type': 'MultiPoint', 'coordinates': [[-79.5395569845548, 43.7487227091093]]}"
344,344,574355,EMERY EDVANCE ADULT LEARNING CENTRE,,EP,Toronto District School Board,3395 WESTON RD,English Public,574355,3395,Weston Rd,3395 Weston Rd,M9M 2V9,North York,Toronto,Emery Collegiate Institute,102002,30117738,3395,,,,952,"{'type': 'MultiPoint', 'coordinates': [[-79.5395569845548, 43.7487227091093]]}"
345,345,349131,EMILY CARR PUBLIC SCHOOL,,EP,Toronto District School Board,90 JOHN TABOR TRL,English Public,349131,90,John Tabor Trl,90 John Tabor Trl,M1B 2V2,Scarborough,Toronto,Emily Carr Public School,102001,104486,90,,,,8200,"{'type': 'MultiPoint', 'coordinates': [[-79.2069358552156, 43.8050223865269]]}"
346,346,9638341,ENQUIRING MINDS MONTESSORI CASA SCHOOL,,PR,,24 PROGRESS AVE,Private,9638341,24,Progress Ave,24 Progress Ave,M1P 2Y4,Scarborough,Toronto,,115001,9638338,24,,,,8740,"{'type': 'MultiPoint', 'coordinates': [[-79.2801611624361, 43.7704172493747]]}"
347,347,373586,EPIPHANY OF OUR LORD CATHOLIC ACADEMY,,ES,Toronto Catholic District School Board,3150 PHARMACY AVE,English Separate,373586,3150,Pharmacy Ave,3150 Pharmacy Ave,M1W 3J5,Scarborough,Toronto,Epiphany of Our Lord Catholic Academy,102004,14668282,3150,,,,8691,"{'type': 'MultiPoint', 'coordinates': [[-79.3289402460095, 43.7989580963277]]}"
348,348,820061,EQUINOX HOLISTIC ALTERNATIVE SCHOOL,,EP,Toronto District School Board,151 HIAWATHA RD,English Public,820061,151,Hiawatha Rd,151 Hiawatha Rd,M4L 2Y1,former Toronto,Toronto,Roden Junior Public School,102001,14022212,151,,,,3656,"{'type': 'MultiPoint', 'coordinates': [[-79.3230764862029, 43.6738732738778]]}"
349,349,498502,ERNEST PUBLIC SCHOOL ,,EP,Toronto District School Board,150 CHEROKEE BLVD,English Public,498502,150,Cherokee Blvd,150 Cherokee Blvd,M2J 4A4,North York,Toronto,Ernest Public School,102001,436907,150,,,,5182,"{'type': 'MultiPoint', 'coordinates': [[-79.3373825688455, 43.791415465113]]}"
350,350,6316533,ERUDITE ELEMENTARY SCHOOL,,PR,,2323 BLOOR ST W,Private,6316533,2323,Bloor St W,2323 Bloor St W,M6S 4W1,former Toronto,Toronto,,107005,6314757,2323,,,,458,"{'type': 'MultiPoint', 'coordinates': [[-79.4799888562353, 43.6500081301117]]}"
351,351,30024677,ESSEX JUNIOR & SENIOR PUBLIC SCHOOL,,EP,Toronto District School Board,50 ESSEX ST,English Public,30024677,50,Essex St,50 Essex St,M6G 1T3,former Toronto,Toronto,Essex Junior and Senior School Public School,102001,30017326,50,,,,3408,"{'type': 'MultiPoint', 'coordinates': [[-79.4223654834763, 43.6682357494066]]}"
352,352,7940034,ETIENNE BRULE JUNIOR SCHOOL,,EP,Toronto District School Board,50 CLOVERHILL RD,English Public,7940034,50,Cloverhill Rd,50 Cloverhill Rd,M8Y 1T3,Etobicoke,Toronto,Etienne Brule Junior Public School,102001,7940032,50,,,,1363,"{'type': 'MultiPoint', 'coordinates': [[-79.4896844559483, 43.63561874071]]}"
353,353,10756789,ETOBICOKE COLLEGIATE INSTITUTE,,EP,Toronto District School Board,86 MONTGOMERY RD,English Public,10756789,86,Montgomery Rd,86 Montgomery Rd,M9A 3N5,Etobicoke,Toronto,Etobicoke Collegiate Institute,102002,10756784,86,,,,2136,"{'type': 'MultiPoint', 'coordinates': [[-79.522296213866, 43.6500842008403]]}"
354,354,10142862,ETOBICOKE SCHOOL OF THE ARTS,,EP,Toronto District School Board,675 ROYAL YORK RD,English Public,10142862,675,Royal York Rd,675 Royal York Rd,M8Y 2T1,Etobicoke,Toronto,Etobicoke School Of The Arts,102002,10142864,675,,,,2413,"{'type': 'MultiPoint', 'coordinates': [[-79.5041485169903, 43.6307322050172]]}"
355,355,9109922,ETOBICOKE YEAR ROUND ALTERNATIVE CENTRE,,EP,Toronto District School Board,160 SILVERHILL DR,English Public,9109922,160,Silverhill Dr,160 Silverhill Dr,M9B 3W7,Etobicoke,Toronto,,115001,9109918,160,,,,2484,"{'type': 'MultiPoint', 'coordinates': [[-79.551276113705, 43.6338578460427]]}"
356,356,4248888,EXCEL HIGH SCHOOL,,PR,,55 NUGGET AVE,Private,4248888,55,Nugget Ave,55 Nugget Ave,M1S 3L1,Scarborough,Toronto,,113001,4248848,55,,,,11074,"{'type': 'MultiPoint', 'coordinates': [[-79.2578080336662, 43.7921385076532]]}"
357,357,30006529,EXTRAORDINARY EDUCATION CENTRE,,PR,,462 MCNICOLL AVE,Private,30006529,462,McNicoll Ave,462 McNicoll Ave,M2H 2E1,North York,Toronto,,113001,11484469,462,,,,6195,"{'type': 'MultiPoint', 'coordinates': [[-79.3418182907199, 43.8045122985566]]}"
358,358,54313,F H MILLER JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,300 CALEDONIA RD,English Public,54313,300,Caledonia Rd,300 Caledonia Rd,M6E 4T5,York,Toronto,F. H. Miller Junior Public School,102001,14072354,300,,,,481,"{'type': 'MultiPoint', 'coordinates': [[-79.458898094007, 43.6840057733305]]}"
359,359,62504,FAIRBANK MEMORIAL COMMUNITY SCHOOL,,EP,Toronto District School Board,555 HARVIE AVE,English Public,62504,555,Harvie Ave,555 Harvie Ave,M6E 4M2,York,Toronto,Fairbank Memorial Community School - Building Grounds,102001,8067,555,,,,648,"{'type': 'MultiPoint', 'coordinates': [[-79.4554057013447, 43.6917032417799]]}"
360,360,9741283,FAIRBANK PUBLIC SCHOOL,,EP,Toronto District School Board,2335 DUFFERIN ST,English Public,9741283,2335,Dufferin St,2335 Dufferin St,M6E 3S5,York,Toronto,Fairbank Middle Public School,102001,9741259,2335,,,,557,"{'type': 'MultiPoint', 'coordinates': [[-79.4490892289333, 43.6942876649058]]}"
361,361,373577,FAIRGLEN JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,2200 PHARMACY AVE,English Public,373577,2200,Pharmacy Ave,2200 Pharmacy Ave,M1W 1H8,Scarborough,Toronto,Fairglen Junior Public School,102001,106776,2200,,,,8691,"{'type': 'MultiPoint', 'coordinates': [[-79.3222381903671, 43.7849363770968]]}"
362,362,2261459,FAIRMOUNT JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,31 SLOLEY RD,English Public,2261459,31,Sloley Rd,31 Sloley Rd,M1M 1C7,Scarborough,Toronto,Fairmount Junior Public School,102001,2261458,31,,,,8967,"{'type': 'MultiPoint', 'coordinates': [[-79.2308941806286, 43.7197580924624]]}"
363,363,10144967,FATHER HENRY CARR CATHOLIC SECONDARY SCHOOL,,ES,Toronto Catholic District School Board,1760 MARTIN GROVE RD,English Separate,10144967,1760,Martin Grove Rd,1760 Martin Grove Rd,M9V 3S4,Etobicoke,Toronto,Father Henry Carr,102004,10144951,1760,,,,2066,"{'type': 'MultiPoint', 'coordinates': [[-79.5922999387415, 43.7357651008297]]}"
364,364,14600948,FATHER JOHN REDMOND CATHOLIC SECONDARY SCHOOL,,ES,Toronto Catholic District School Board,28 COLONEL SAMUEL SMITH PARK DR,English Separate,14600948,28,Colonel Samuel Smith Park Dr,28 Colonel Samuel Smith Park Dr,M8V 4B7,Etobicoke,Toronto,"Father John Redmond, Ken Cox Community Centre",102004,30016383,28,,,,15629,"{'type': 'MultiPoint', 'coordinates': [[-79.5165387692932, 43.5951413486312]]}"
365,365,1035168,FATHER SERRA CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,111 SUN ROW DR,English Separate,1035168,111,Sun Row Dr,111 Sun Row Dr,M9P 3J3,Etobicoke,Toronto,Father Serra Catholic School,102003,909192,111,,,,2554,"{'type': 'MultiPoint', 'coordinates': [[-79.5370181385566, 43.685944240933]]}"
366,366,8014986,FAYWOOD ARTS BASED CURRICULUM SCHOOL,,EP,Toronto District School Board,95 FAYWOOD BLVD,English Public,8014986,95,Faywood Blvd,95 Faywood Blvd,M3H 2X5,North York,Toronto,Faywood Arts-Based Curriculum School,102001,442642,95,,,,5570,"{'type': 'MultiPoint', 'coordinates': [[-79.4466973349755, 43.7398550354918]]}"
367,367,515284,FENSIDE PUBLIC SCHOOL,,EP,Toronto District School Board,131 FENSIDE DR,English Public,515284,131,Fenside Dr,131 Fenside Dr,M3A 2V9,North York,Toronto,Fenside Public School,102001,439443,131,,,,5578,"{'type': 'MultiPoint', 'coordinates': [[-79.3291265799904, 43.7645805189835]]}"
368,368,8007871,FERN AVENUE JUNIOR & SENIOR PUBLIC SCHOOL,,EP,Toronto District School Board,128 FERN AVE,English Public,8007871,128,Fern Ave,128 Fern Ave,M6R 1K3,former Toronto,Toronto,Fern Avenue Public School,102001,14017573,128,,,,591,"{'type': 'MultiPoint', 'coordinates': [[-79.4461128419154, 43.6451803159495]]}"
369,369,9655345,FIELDSTONE DAY SCHOOL,,PR,,2999 DUFFERIN ST,Private,9655345,2999,Dufferin St,2999 Dufferin St,M6B 3T4,North York,Toronto,,115001,9655343,2999,,,,557,"{'type': 'MultiPoint', 'coordinates': [[-79.4533841407934, 43.7118733583738]]}"
370,370,9655345,FIELDSTONE KING'S COLLEGE SCHOOL,,PR,,2999 DUFFERIN ST,Private,9655345,2999,Dufferin St,2999 Dufferin St,M6B 3T4,North York,Toronto,,115001,9655343,2999,,,,557,"{'type': 'MultiPoint', 'coordinates': [[-79.4533841407934, 43.7118733583738]]}"
371,371,4429315,FINCH AT WARDEN ADULT EDUCATION CENTRE,,ES,Toronto Catholic District School Board,3430 FINCH AVE E,English Separate,4429315,3430,Finch Ave E,3430 Finch Ave E,M1W 2R5,Scarborough,Toronto,,115001,4435020,3430,,,,5589,"{'type': 'MultiPoint', 'coordinates': [[-79.3145480169773, 43.7973188309921]]}"
372,372,9084973,FINCH PUBLIC SCHOOL,,EP,Toronto District School Board,277 FINCH AVE E,English Public,9084973,277,Finch Ave E,277 Finch Ave E,M2N 4S3,North York,Toronto,Finch Public School,102001,9084975,277,,,,5589,"{'type': 'MultiPoint', 'coordinates': [[-79.3949742011282, 43.7838330777765]]}"
373,373,880193,FIRESIDE ANALYTICS,,PR,,11 WATKINSON AVE,Private,880193,11,Watkinson Ave,11 Watkinson Ave,M6P 2E6,former Toronto,Toronto,,112001,14014145,11,,,,4637,"{'type': 'MultiPoint', 'coordinates': [[-79.4599510670699, 43.6653686112315]]}"
374,374,3062806,FIRGROVE PUBLIC SCHOOL,,EP,Toronto District School Board,270 FIRGROVE CRES,English Public,3062806,270,Firgrove Cres,270 Firgrove Cres,M3N 1K8,North York,Toronto,Firgrove Public School,102001,30092050,270,,,,5594,"{'type': 'MultiPoint', 'coordinates': [[-79.519910862165, 43.7520008914053]]}"
375,375,30055925,FISHERVILLE SENIOR PUBLIC SCHOOL,,EP,Toronto District School Board,425 PATRICIA AVE,English Public,30055925,425,Patricia Ave,425 Patricia Ave,M2R 2N1,North York,Toronto,,102001,7156908,425,,,,6386,"{'type': 'MultiPoint', 'coordinates': [[-79.4411616324684, 43.784556440757]]}"
376,376,4124712,FLEMING PUBLIC SCHOOL,,EP,Toronto District School Board,20 LITTLES RD,English Public,4124712,20,Littles Rd,20 Littles Rd,M1B 5B5,Scarborough,Toronto,Fleming Public School,102001,4124713,20,,,,19464,"{'type': 'MultiPoint', 'coordinates': [[-79.2033845823469, 43.8154347835423]]}"
377,377,7062866,FLEMINGTON PUBLIC SCHOOL,,EP,Toronto District School Board,10 FLEMINGTON RD,English Public,7062866,10,Flemington Rd,10 Flemington Rd,M6A 2N4,North York,Toronto,Flemington Public School,102001,7062864,10,,,,5608,"{'type': 'MultiPoint', 'coordinates': [[-79.4444540037633, 43.7200875786734]]}"
378,378,7273342,FOREST HILL ACADEMY SECONDARY SCHOOL,,PR,,439 SPADINA RD,Private,7273342,439,Spadina Rd,439 Spadina Rd,M5P 3M6,former Toronto,Toronto,,107010,7273310,439,,,,4428,"{'type': 'MultiPoint', 'coordinates': [[-79.4125902970779, 43.689246396459]]}"
379,379,800884,FOREST HILL COLLEGIATE INSTITUTE,,EP,Toronto District School Board,730 EGLINTON AVE W,English Public,800884,730,Eglinton Ave W,730 Eglinton Ave W,M5N 1B9,former Toronto,Toronto,Forest Hill Collegiate Institute,102002,1138689,730,,,,571,"{'type': 'MultiPoint', 'coordinates': [[-79.4213427841136, 43.7030582555106]]}"
380,380,797816,FOREST HILL JUNIOR & SENIOR PUBLIC SCHOOL,,EP,Toronto District School Board,78 DUNLOE RD,English Public,797816,78,Dunloe Rd,78 Dunloe Rd,M5P 2T6,former Toronto,Toronto,Forest Hill Public School,102001,1139009,78,,,,3338,"{'type': 'MultiPoint', 'coordinates': [[-79.4139385899, 43.6953762569543]]}"
381,381,7103267,FOREST HILL MONTESSORI - ELEMENTARY CAMPUS,,PR,,585 CRANBROOKE AVE,Private,7103267,585,Cranbrooke Ave,585 Cranbrooke Ave,M6A 2X9,North York,Toronto,,102005,7103206,585,,,,3234,"{'type': 'MultiPoint', 'coordinates': [[-79.4296182190415, 43.7234193195463]]}"
382,382,517448,FOREST MANOR PUBLIC SCHOOL,,EP,Toronto District School Board,25 FOREST MANOR RD,English Public,517448,25,Forest Manor Rd,25 Forest Manor Rd,M2J 1M4,North York,Toronto,Forest Manor Public School,102001,30095974,25,,,,5625,"{'type': 'MultiPoint', 'coordinates': [[-79.3430668038294, 43.7710427399232]]}"
383,383,334378,FRANCIS LIBERMANN CATHOLIC HIGH SCHOOL,,ES,Toronto Catholic District School Board,4640 FINCH AVE E,English Separate,334378,4640,Finch Ave E,4640 Finch Ave E,M1S 4G2,Scarborough,Toronto,Francis Libermann Catholic High School,102004,104469,4640,,,,5589,"{'type': 'MultiPoint', 'coordinates': [[-79.2743078384998, 43.8073923412217]]}"
384,384,50146,FRANK OKE SECONDARY SCHOOL,,EP,Toronto District School Board,500 ALLIANCE AVE,English Public,50146,500,Alliance Ave,500 Alliance Ave,M6N 2H8,York,Toronto,Frank Oke Secondary School - Building Grounds,102002,9096,500,,,,407,"{'type': 'MultiPoint', 'coordinates': [[-79.4887542282147, 43.677512419216]]}"
385,385,7570431,FRANKLAND COMMUNITY SCHOOL,,EP,Toronto District School Board,816 LOGAN AVE,English Public,7570431,816,Logan Ave,816 Logan Ave,M4K 3E1,former Toronto,Toronto,"Frankland Community School, Frankland Community Centre",106007,14021507,816,,,,228,"{'type': 'MultiPoint', 'coordinates': [[-79.3496800848427, 43.6771506675787]]}"
386,386,30026375,FRASER MUSTARD EARLY LEARNING ACADEMY,,EP,Toronto District School Board,82 THORNCLIFFE PARK DR,English Public,30026375,82,Thorncliffe Park Dr,82 Thorncliffe Park Dr,M4H 0A2,East York,Toronto,,102001,3829449,82,,,,354,"{'type': 'MultiPoint', 'coordinates': [[-79.3435512383368, 43.7055777504935]]}"
387,387,336737,GALLOWAY ROAD PUBLIC SCHOOL,,EP,Toronto District School Board,192 GALLOWAY RD,English Public,336737,192,Galloway Rd,192 Galloway Rd,M1E 1X2,Scarborough,Toronto,Galloway Road Public School,102001,108571,192,,,,7948,"{'type': 'MultiPoint', 'coordinates': [[-79.1966222950893, 43.7650173036954]]}"
388,388,13972613,GAP ACADEMY  ,,PR,,4 JOHN ST,Private,13972613,4,John St,4 John St,M9N 1J3,York,Toronto,,100001,20055090,4,,,,9831,"{'type': 'MultiPoint', 'coordinates': [[-79.5177020187154, 43.7010253821952]]}"
389,389,807559,GARDEN AVENUE JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,225 GARDEN AVE,English Public,807559,225,Garden Ave,225 Garden Ave,M6R 1H9,former Toronto,Toronto,Garden Avenue Public School,102001,14017612,225,,,,9807,"{'type': 'MultiPoint', 'coordinates': [[-79.4491237018998, 43.6432001067781]]}"
390,390,8929147,GATEWAY PUBLIC SCHOOL,,EP,Toronto District School Board,55 GATEWAY BLVD,English Public,8929147,55,Gateway Blvd,55 Gateway Blvd,M3C 1B4,North York,Toronto,Gateway Public School,102001,8929149,55,,,,5672,"{'type': 'MultiPoint', 'coordinates': [[-79.3310091533195, 43.7117262234356]]}"
391,391,319504,GENERAL BROCK PUBLIC SCHOOL,,EP,Toronto District School Board,140 CHESTNUT CRES,English Public,319504,140,Chestnut Cres,140 Chestnut Cres,M1L 1Y5,Scarborough,Toronto,General Brock Public School,102001,30055414,140,,,,7580,"{'type': 'MultiPoint', 'coordinates': [[-79.2745902135289, 43.7185070990624]]}"
392,392,4605063,GENERAL CRERAR PUBLIC SCHOOL,,EP,Toronto District School Board,30 MCGREGOR RD,English Public,4605063,30,McGregor Rd,30 McGregor Rd,M1P 1C8,Scarborough,Toronto,General Crerar Public School,102001,14668247,30,,,,8460,"{'type': 'MultiPoint', 'coordinates': [[-79.2795776619808, 43.7456867654999]]}"
393,393,877576,GENERAL MERCER JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,30 TURNBERRY AVE,English Public,877576,30,Turnberry Ave,30 Turnberry Ave,M6N 1P8,former Toronto,Toronto,General Mercer Junior Public School,102001,1140783,30,,,,4576,"{'type': 'MultiPoint', 'coordinates': [[-79.4640229792623, 43.6789306711569]]}"
394,394,519441,GEORGE ANDERSON PUBLIC SCHOOL ,,EP,Toronto District School Board,30 GEORGE ANDERSON DR,English Public,519441,30,George Anderson Dr,30 George Anderson Dr,M6M 2Y8,North York,Toronto,George Anderson Public School - Building Grounds,102001,446465,30,,,,5677,"{'type': 'MultiPoint', 'coordinates': [[-79.4789480608335, 43.7054535329767]]}"
395,395,369629,GEORGE B LITTLE PUBLIC SCHOOL,,EP,Toronto District School Board,125 ORTON PARK RD,English Public,369629,125,Orton Park Rd,125 Orton Park Rd,M1G 3G9,Scarborough,Toronto,George B Little Junior Public School,102001,108136,125,,,,8622,"{'type': 'MultiPoint', 'coordinates': [[-79.2081104450894, 43.7711994113319]]}"
396,396,7994619,GEORGE BROWN COLLEGE - CASA LOMA CAMPUS  ,,C,,160 KENDAL AVE,,7994619,160,Kendal Ave,160 Kendal Ave,M5R 1M3,former Toronto,Toronto,,102006,7994616,160,,,,3762,"{'type': 'MultiPoint', 'coordinates': [[-79.411045415915, 43.6760123431155]]}"
397,397,828085,GEORGE BROWN COLLEGE - ST JAMES CAMPUS  ,,C,,200 KING ST E,,828085,200,King St E,200 King St E,M5A 3W8,former Toronto,Toronto,,102007,1145266,200,,,,3779,"{'type': 'MultiPoint', 'coordinates': [[-79.3701856494981, 43.651100464219]]}"
398,398,30017891,GEORGE BROWN COLLEGE - WATERFRONT CAMPUS,,C,,51 DOCKSIDE DR,,30017891,51,Dockside Dr,51 Dockside Dr,M5A 0B6,former Toronto,Toronto,George Brown College,102006,30017866,51,,,,19432,"{'type': 'MultiPoint', 'coordinates': [[-79.365469492592, 43.6439387824491]]}"
399,399,30032214,GEORGE BROWN COLLEGE - YOUNG CENTRE FOR THE PERFORMING ARTS,,C,,50 TANK HOUSE LN,,30032214,50,Tank House Lane,50 Tank House Lane,M5A 3C4,former Toronto,Toronto,,115001,30029446,50,,,,19560,"{'type': 'MultiPoint', 'coordinates': [[-79.357458675327, 43.6508509258333]]}"
400,400,8152704,GEORGE HARVEY COLLEGIATE INSTITUTE,,EP,Toronto District School Board,1700 KEELE ST,English Public,8152704,1700,Keele St,1700 Keele St,M6M 3W5,York,Toronto,George Harvey Collegiate Institute - Building Grounds,102002,8128677,1700,,,,703,"{'type': 'MultiPoint', 'coordinates': [[-79.473699193678, 43.6845465069876]]}"
401,401,343513,GEORGE P MACKIE JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,60 HEATHFIELD DR,English Public,343513,60,Heathfield Dr,60 Heathfield Dr,M1M 3B1,Scarborough,Toronto,George P Mackie Junior Public School,102001,110851,60,,,,8089,"{'type': 'MultiPoint', 'coordinates': [[-79.2119939725128, 43.7393273081079]]}"
402,402,396495,GEORGE PECK PUBLIC SCHOOL,,EP,Toronto District School Board,1 WAYNE AVE,English Public,396495,1,Wayne Ave,1 Wayne Ave,M1R 1Y1,Scarborough,Toronto,George Peck Public School,102001,110941,1,,,,9197,"{'type': 'MultiPoint', 'coordinates': [[-79.2936351945354, 43.7382584753535]]}"
403,403,1018182,GEORGE R GAULD JUNIOR SCHOOL,,EP,Toronto District School Board,200 MELROSE ST,English Public,1018182,200,Melrose St,200 Melrose St,M8Y 1B7,Etobicoke,Toronto,George R. Gauld Junior Public School,102001,913522,200,,,,2097,"{'type': 'MultiPoint', 'coordinates': [[-79.498405687125, 43.6205662675783]]}"
404,404,8824026,GEORGE S HENRY ACADEMY,,EP,Toronto District School Board,200 GRAYDON HALL DR,English Public,8824026,200,Graydon Hall Dr,200 Graydon Hall Dr,M3A 3A6,North York,Toronto,George S. Henry Academy - Building Grounds,102002,30058565,200,,,,5741,"{'type': 'MultiPoint', 'coordinates': [[-79.3399200284936, 43.7643599636777]]}"
405,405,9523611,GEORGE SYME COMMUNITY SCHOOL,,EP,Toronto District School Board,69 PRITCHARD AVE,English Public,9523611,69,Pritchard Ave,69 Pritchard Ave,M6N 1T6,York,Toronto,George Syme Catholic School - Building Grounds,102001,9523610,69,,,,825,"{'type': 'MultiPoint', 'coordinates': [[-79.491126770757, 43.6692513829928]]}"
406,406,30091787,GEORGE WEBSTER ELEMENTARY SCHOOL,,EP,Toronto District School Board,50 CHAPMAN AVE,English Public,30091787,50,Chapman Ave,50 Chapman Ave,M4B 1C5,East York,Toronto,George E. Webster Public School,102001,7776717,50,,,,59,"{'type': 'MultiPoint', 'coordinates': [[-79.299760623825, 43.7010488988453]]}"
407,407,807027,GEORGES ETIENNE CARTIER CATHOLIC ELEMENTARY SCHOOL,,FS,Conseil scolaire de district catholique Centre-Sud,250 GAINSBOROUGH RD,French Separate,807027,250,Gainsborough Rd,250 Gainsborough Rd,M4L 3C6,former Toronto,Toronto,Georges Etienne Cartier Catholic Elementary School,102003,1140857,250,,,,3475,"{'type': 'MultiPoint', 'coordinates': [[-79.3194731119597, 43.6779038853844]]}"
408,408,6738446,GEORGES VANIER SECONDARY SCHOOL,,EP,Toronto District School Board,3000 DON MILLS RD E,English Public,6738446,3000,Don Mills Rd E,3000 Don Mills Rd E,M2J 3B6,North York,Toronto,Georges Vanier Secondary School,102002,30044624,3000,,,,5398,"{'type': 'MultiPoint', 'coordinates': [[-79.3509063859672, 43.7831172284439]]}"
